Date,Open,High,Low,Close,Adj Close,Volume
2019-06-20,5900.000000,5940.000000,5805.000000,5910.000000,5589.233398,59504500
2019-06-21,5910.000000,5935.000000,5840.000000,5880.000000,5560.862305,144149000
2019-06-24,5895.000000,5900.000000,5865.000000,5875.000000,5556.132813,30084000
2019-06-25,5930.000000,5960.000000,5875.000000,5910.000000,5589.233398,40561500
2019-06-26,5940.000000,5940.000000,5860.000000,5865.000000,5546.675781,59334500
2019-06-27,5850.000000,5935.000000,5805.000000,5935.000000,5612.877441,77525000
2019-06-28,5980.000000,5995.000000,5960.000000,5995.000000,5669.620605,80919000
2019-07-01,5995.000000,6025.000000,5965.000000,5990.000000,5664.891113,56612500
2019-07-02,5990.000000,6000.000000,5950.000000,6000.000000,5674.349609,48563500
2019-07-03,5950.000000,6000.000000,5940.000000,6000.000000,5674.349609,43640000
2019-07-04,6000.000000,6010.000000,5965.000000,5990.000000,5664.891113,28224500
2019-07-05,6020.000000,6020.000000,5970.000000,5970.000000,5645.977539,32722500
2019-07-08,5935.000000,5960.000000,5865.000000,5880.000000,5560.862305,38361000
2019-07-09,5870.000000,6000.000000,5870.000000,6000.000000,5674.349609,47740500
2019-07-10,6000.000000,6040.000000,5995.000000,6000.000000,5674.349609,52183500
2019-07-11,6020.000000,6025.000000,5980.000000,6025.000000,5697.992188,34279500
2019-07-12,6000.000000,6030.000000,5995.000000,6010.000000,5683.805664,29838000
2019-07-15,6060.000000,6115.000000,6035.000000,6105.000000,5773.649902,61453500
2019-07-16,6080.000000,6105.000000,6070.000000,6085.000000,5754.735840,38075000
2019-07-17,6080.000000,6150.000000,6045.000000,6150.000000,5816.207520,45487000
2019-07-18,6100.000000,6170.000000,6055.000000,6145.000000,5811.479492,43625500
2019-07-19,6195.000000,6210.000000,6150.000000,6200.000000,5863.494141,43973500
2019-07-22,6260.000000,6290.000000,6200.000000,6290.000000,5948.609863,37314500
2019-07-23,6240.000000,6290.000000,6205.000000,6235.000000,5896.594238,39129500
2019-07-24,6260.000000,6265.000000,6165.000000,6250.000000,5910.780273,51343500
2019-07-25,6270.000000,6275.000000,6200.000000,6250.000000,5910.780273,53477500
2019-07-26,6250.000000,6250.000000,6190.000000,6195.000000,5858.765137,51797500
2019-07-29,6220.000000,6230.000000,6160.000000,6190.000000,5854.036621,68509500
2019-07-30,6205.000000,6250.000000,6190.000000,6220.000000,5882.408203,38225500
2019-07-31,6190.000000,6240.000000,6180.000000,6190.000000,5854.036621,64129000
2019-08-01,6190.000000,6270.000000,6185.000000,6210.000000,5872.951660,78228000
2019-08-02,6160.000000,6205.000000,6160.000000,6165.000000,5830.394043,62989500
2019-08-05,6215.000000,6215.000000,6000.000000,6000.000000,5674.349609,90924000
2019-08-06,5880.000000,5955.000000,5765.000000,5880.000000,5560.862305,183296000
2019-08-07,5975.000000,6050.000000,5905.000000,6010.000000,5683.805664,92102000
2019-08-08,6010.000000,6080.000000,5980.000000,6005.000000,5679.078125,58295500
2019-08-09,6055.000000,6120.000000,6055.000000,6065.000000,5735.821777,48118500
2019-08-12,6070.000000,6080.000000,6000.000000,6040.000000,5712.178711,52705000
2019-08-13,6000.000000,6040.000000,6000.000000,6015.000000,5688.535156,84406000
2019-08-14,6040.000000,6060.000000,5980.000000,6010.000000,5683.805664,81942000
2019-08-15,5920.000000,6000.000000,5860.000000,6000.000000,5674.349609,52561500
2019-08-16,6040.000000,6040.000000,5960.000000,5960.000000,5636.520508,49821500
2019-08-19,6030.000000,6030.000000,5965.000000,6015.000000,5688.535156,30619000
2019-08-20,6035.000000,6035.000000,5985.000000,5985.000000,5660.163086,58393500
2019-08-21,6000.000000,6005.000000,5975.000000,5975.000000,5650.705566,55927500
2019-08-22,5925.000000,6000.000000,5920.000000,6000.000000,5674.349609,65888000
2019-08-23,5920.000000,5995.000000,5905.000000,5995.000000,5669.620605,33083500
2019-08-26,5940.000000,6000.000000,5860.000000,5990.000000,5664.891113,41388500
2019-08-27,6040.000000,6040.000000,5950.000000,6005.000000,5679.078125,123780000
2019-08-28,6000.000000,6020.000000,5985.000000,5995.000000,5669.620605,55688000
2019-08-29,5990.000000,6025.000000,5985.000000,6005.000000,5679.078125,51525500
2019-08-30,6080.000000,6100.000000,6005.000000,6100.000000,5768.922363,73650000
2019-09-02,6100.000000,6100.000000,6000.000000,6000.000000,5674.349609,42429000
2019-09-03,6000.000000,6055.000000,6000.000000,6055.000000,5726.363281,42743500
2019-09-04,6060.000000,6060.000000,6005.000000,6020.000000,5693.263672,41979000
2019-09-05,6085.000000,6085.000000,6015.000000,6040.000000,5712.178711,53650500
2019-09-06,6060.000000,6060.000000,6025.000000,6025.000000,5697.992188,54349000
2019-09-09,6050.000000,6055.000000,5980.000000,6035.000000,5707.448730,25912000
2019-09-10,6020.000000,6055.000000,5985.000000,6055.000000,5726.363281,40291000
2019-09-11,6050.000000,6100.000000,6010.000000,6100.000000,5768.922363,45243500
2019-09-12,6100.000000,6105.000000,6010.000000,6020.000000,5693.263672,40034000
2019-09-13,6080.000000,6090.000000,6010.000000,6030.000000,5702.720703,28419500
2019-09-16,6000.000000,6015.000000,5985.000000,6005.000000,5679.078125,77289000
2019-09-17,5990.000000,6035.000000,5985.000000,6030.000000,5702.720703,92037500
2019-09-18,5990.000000,6040.000000,5990.000000,6040.000000,5712.178711,28667000
2019-09-19,6015.000000,6045.000000,6000.000000,6030.000000,5702.720703,61988500
2019-09-20,6050.000000,6050.000000,5990.000000,5990.000000,5664.891113,133433000
2019-09-23,6030.000000,6030.000000,6000.000000,6025.000000,5697.992188,47231500
2019-09-24,5980.000000,6000.000000,5940.000000,5945.000000,5622.333984,79718500
2019-09-25,5900.000000,5935.000000,5780.000000,5935.000000,5612.877441,88620000
2019-09-26,6000.000000,6060.000000,5970.000000,6060.000000,5731.092773,109859000
2019-09-27,6005.000000,6075.000000,6000.000000,6070.000000,5740.549316,48010000
2019-09-30,6070.000000,6070.000000,6005.000000,6070.000000,5740.549316,73391000
2019-10-01,6010.000000,6065.000000,6010.000000,6040.000000,5712.178711,40057000
2019-10-02,6010.000000,6070.000000,6010.000000,6050.000000,5721.635254,52376500
2019-10-03,6010.000000,6045.000000,5950.000000,6040.000000,5712.178711,50269000
2019-10-04,5980.000000,6065.000000,5980.000000,6045.000000,5716.906738,56890500
2019-10-07,6070.000000,6080.000000,6050.000000,6070.000000,5740.549316,56705500
2019-10-08,6080.000000,6100.000000,6015.000000,6100.000000,5768.922363,46997500
2019-10-09,6100.000000,6100.000000,6050.000000,6070.000000,5740.549316,41496500
2019-10-10,6020.000000,6110.000000,6020.000000,6110.000000,5778.378906,65806500
2019-10-11,6080.000000,6155.000000,6080.000000,6125.000000,5792.564453,40863500
2019-10-14,6130.000000,6200.000000,6130.000000,6200.000000,5863.494141,37514500
2019-10-15,6190.000000,6190.000000,6145.000000,6175.000000,5839.851074,40935000
2019-10-16,6200.000000,6215.000000,6175.000000,6215.000000,5877.680176,65776500
2019-10-17,6185.000000,6210.000000,6105.000000,6115.000000,5783.107422,45666500
2019-10-18,6160.000000,6170.000000,6140.000000,6160.000000,5825.665039,41008500
2019-10-21,6200.000000,6255.000000,6185.000000,6220.000000,5882.408203,59971500
2019-10-22,6270.000000,6300.000000,6225.000000,6300.000000,5958.065918,67259500
2019-10-23,6300.000000,6305.000000,6260.000000,6275.000000,5934.423340,62219000
2019-10-24,6290.000000,6320.000000,6270.000000,6300.000000,5958.065918,73101000
2019-10-25,6320.000000,6325.000000,6175.000000,6200.000000,5863.494141,61929500
2019-10-28,6200.000000,6250.000000,6200.000000,6205.000000,5868.222656,43249500
2019-10-29,6205.000000,6240.000000,6150.000000,6220.000000,5882.408203,79861500
2019-10-30,6280.000000,6285.000000,6200.000000,6265.000000,5924.966309,60738000
2019-10-31,6270.000000,6300.000000,6250.000000,6290.000000,5948.609863,58420500
2019-11-01,6300.000000,6325.000000,6275.000000,6325.000000,5981.709961,42080500
2019-11-04,6350.000000,6380.000000,6260.000000,6275.000000,5934.423340,43794500
2019-11-05,6350.000000,6360.000000,6270.000000,6360.000000,6014.810059,66161500
2019-11-06,6380.000000,6380.000000,6295.000000,6295.000000,5953.337891,63393000
2019-11-07,6335.000000,6335.000000,6250.000000,6285.000000,5943.880371,61972000
2019-11-08,6315.000000,6315.000000,6250.000000,6280.000000,5939.152344,90040500
2019-11-11,6335.000000,6340.000000,6265.000000,6295.000000,5953.337891,70207000
2019-11-12,6220.000000,6280.000000,6220.000000,6265.000000,5924.966309,47635500
2019-11-13,6265.000000,6285.000000,6265.000000,6280.000000,5939.152344,40083500
2019-11-14,6265.000000,6280.000000,6210.000000,6270.000000,5929.694824,37862000
2019-11-15,6280.000000,6290.000000,6255.000000,6275.000000,5934.423340,47138000
2019-11-18,6245.000000,6285.000000,6210.000000,6280.000000,5939.152344,65599000
2019-11-19,6330.000000,6350.000000,6300.000000,6315.000000,5972.252441,60115000
2019-11-20,6255.000000,6350.000000,6255.000000,6350.000000,6005.353027,43229500
2019-11-21,6350.000000,6350.000000,6300.000000,6300.000000,5958.065918,57523500
2019-11-22,6280.000000,6310.000000,6270.000000,6305.000000,5962.794922,56035000
2019-11-25,6330.000000,6335.000000,6275.000000,6275.000000,5934.423340,55133500
2019-11-26,6330.000000,6330.000000,6270.000000,6285.000000,5943.880371,192783500
2019-11-27,6270.000000,6300.000000,6240.000000,6300.000000,5958.065918,58833500
2019-11-28,6295.000000,6295.000000,6245.000000,6250.000000,5910.780273,44248000
2019-11-29,6230.000000,6295.000000,6225.000000,6280.000000,5939.152344,52954500
2019-12-02,6280.000000,6425.000000,6270.000000,6425.000000,6076.282227,49909000
2019-12-03,6420.000000,6420.000000,6345.000000,6375.000000,6028.995605,42823000
2019-12-04,6360.000000,6400.000000,6355.000000,6365.000000,6019.538574,37552000
2019-12-05,6360.000000,6385.000000,6330.000000,6340.000000,5995.895508,54168000
2019-12-06,6340.000000,6395.000000,6320.000000,6395.000000,6067.049805,69920500
2019-12-09,6370.000000,6395.000000,6360.000000,6395.000000,6067.049805,51667500
2019-12-10,6395.000000,6400.000000,6360.000000,6365.000000,6038.587402,57654000
2019-12-11,6365.000000,6385.000000,6350.000000,6380.000000,6052.818359,48469000
2019-12-12,6400.000000,6405.000000,6340.000000,6340.000000,6014.870117,79198500
2019-12-13,6395.000000,6420.000000,6350.000000,6360.000000,6033.844238,70822500
